actor_id,name,birth_year,death_year,primary_profession,known_for_titles
nm0578853,Ben Mendelsohn,1969,\N,"actor,producer,script_department","tt3748528,tt1313092,tt1345836,tt1677720"
nm0122675,George Burns,1896,1996,"actor,producer,writer","tt0076489,tt0079219,tt0073766,tt0078239"
nm0687189,Suzanne Pleshette,1937,2008,"actress,soundtrack,archive_footage","tt0056869,tt0068049,tt0245429,tt0056424"
nm0083709,David Birney,1939,2022,"actor,producer,writer","tt0078295,tt0146389,tt0176357,tt0112051"
nm0521608,Louanne,1970,\N,actress,"tt0081268,tt0095736,tt0077053,tt0081035"
nm0521829,John Louie,1970,\N,"actor,archive_footage","tt0087363,tt0084786,tt0086789,tt0094070"
nm0417641,Conrad Janis,1928,2022,"actor,director,producer","tt0115798,tt0071110,tt0495024,tt0100661"
nm0390603,Anthony Holland,1928,1988,"actor,writer,soundtrack","tt0078754,tt0067309,tt0085863,tt0064665"
nm0236180,Hugh Downs,1921,2020,"actor,miscellaneous,writer","tt0165042,tt0054528,tt0197146,tt0124932"
nm0112579,Joyce Brothers,1927,2013,"actress,miscellaneous,archive_footage","tt0107659,tt0085794,tt0117723,tt0283111"
nm0001449,Frank Langella,1938,\N,"actor,producer,soundtrack","tt0870111,tt1990314,tt0362478,tt1070874"
nm0640344,Glynnis O'Connor,1955,\N,"actress,soundtrack","tt0074995,tt0084318,tt0074236,tt0070238"
nm0001371,Tom Hulce,1953,\N,"actor,producer,sound_department","tt0086879,tt0116583,tt0077975,tt0098067"
nm0005467,Jerry Stiller,1927,2020,"actor,producer,writer","tt0408839,tt0427327,tt0098904,tt0072251"
nm0074596,Herbert Berghof,1909,1990,"actor,miscellaneous,archive_footage","tt0056937,tt0071598,tt0045073,tt0051640"
nm0604420,George Morfogen,1933,2019,"actor,producer,miscellaneous","tt0085106,tt1767372,tt0089560,tt0118421"
nm0173268,Marshall Colt,1948,\N,actor,"tt0089360,tt0093036,tt0079640,tt0077588"
nm0543409,Anthony Mannino,1944,\N,actor,"tt0074119,tt0091203,tt0079227,tt0098627"
nm0785664,Michel Serrault,1928,2007,"actor,writer,producer","tt0077288,tt0113947,tt0046911,tt0084358"
nm0865575,Ugo Tognazzi,1922,1990,"actor,director,writer","tt0077288,tt0072637,tt0061668,tt0084813"
nm0102566,Marcel Bozzuffi,1929,1988,"actor,director,writer","tt0067116,tt0065234,tt0076175,tt0060305"
nm0095979,Paola Borboni,1900,1995,"actress,archive_footage","tt0046250,tt0046521,tt0029007,tt0067565"
nm0895477,Giovanni Vettorazzo,1953,\N,actor,"tt0335345,tt0246677,tt0086434,tt0094901"
nm0648852,Glauco Onorato,1936,2009,"miscellaneous,actor,sound_department","tt0096787,tt0386935,tt0162819,tt0074586"
nm0083838,Roberto Bisacco,1939,2022,"actor,archive_footage","tt0063518,tt0939810,tt0069684,tt0220219"
nm0525574,Benny Luke,1939,2013,"actor,archive_footage","tt0077288,tt0088873,tt0080489,tt0075251"
nm0301556,Michel Galabru,1922,2016,"actor,writer,miscellaneous","tt0090095,tt0077288,tt0133385,tt1064932"
nm0022928,Robin Altman,1952,\N,actress,tt0080808
nm0057567,Chuck Barris,1929,2017,"producer,writer,actor","tt0080808,tt0270288,tt1270798,tt3949660"
nm0641873,Brian O'Mullin,\N,\N,actor,"tt0159474,tt0080808,tt0072543"
nm0076022,Jack Bernardi,1909,1994,actor,"tt0057765,tt0071517,tt0061189,tt0061827"
nm14588787,Satisfaction,\N,\N,\N,tt0188349
nm0871741,William Tregoe,1921,1989,"actor,miscellaneous","tt0080339,tt0089941,tt0076257,tt0061277"
nm2654887,Harvey Alpert,\N,\N,actor,tt0080808
nm0455028,Mabel King,1932,1999,"actress,soundtrack,archive_footage","tt0079367,tt0078504,tt0074071,tt0096061"
nm0791360,Lillie Shelton,1896,1984,actress,"tt0084786,tt0080808,tt0078658"
nm0235096,James B. Douglas,1929,2009,"actor,archive_footage","tt0080516,tt0097166,tt0080808,tt0348926"
nm0705717,Gilda Radner,1946,1989,"actress,writer,miscellaneous","tt0072562,tt0091178,tt0070290,tt0084049"
nm0637038,Don Novello,1943,\N,"actor,writer,producer","tt0230011,tt0099674,tt0112642,tt0072562"
nm0787238,Paul Shaffer,1949,\N,"music_department,actor,composer","tt0088258,tt0119282,tt0118747,tt0116213"
nm0629680,Nils Nichols,\N,\N,"actor,miscellaneous,editor","tt0090660,tt0088790,tt0072562,tt3133220"
nm0160242,Bob Christianson,\N,\N,"composer,music_department,actor","tt0114576,tt0116999,tt0349825,tt0159206"
nm0006290,Howard Shore,1946,\N,"music_department,composer,actor","tt0120737,tt14549466,tt0903624,tt1480656"
nm0001852,Treat Williams,1951,2023,"actor,director,producer","tt0118956,tt0079261,tt0117331,tt0114660"
nm0002059,Lisa Eichhorn,1952,\N,"actress,writer,producer","tt0108473,tt0082220,tt0079123,tt2194499"
nm0532683,Gabriel Macht,1972,\N,"actor,producer,director","tt0343737,tt0369672,tt0831887,tt1632701"
nm0374954,Susan Heldfond,1948,\N,actress,"tt0253588,tt0084274,tt0080240,tt0072471"
nm0126117,Anne Byrne Hoffman,1943,\N,actress,"tt0079522,tt0077548,tt0081753,tt0080146"
nm0193224,Valerie Curtin,1941,\N,"actress,writer,producer","tt0078718,tt0071115,tt0074119,tt0105629"
nm0104720,Jocelyn Brando,1919,2005,"actress,archive_footage","tt0045555,tt0082766,tt0045395,tt0060232"
nm0627878,Bob Newhart,1929,\N,"actor,writer,soundtrack","tt0076618,tt0319343,tt0119360,tt0083455"
nm0000907,Richard Benjamin,1938,\N,"actor,director,producer","tt0070909,tt0118954,tt0070291,tt0065636"
nm0228336,Bob Dishy,1934,\N,"actor,soundtrack","tt0343135,tt1082886,tt0112883,tt0119432"
nm0671721,Austin Pendleton,1940,\N,"actor,director,writer","tt0091949,tt0079588,tt0104952,tt0266543"
nm0001800,Rip Torn,1931,2019,"actor,director,producer","tt0119654,tt0240515,tt0103466,tt0107978"
nm0929609,Fred Willard,1933,2020,"actor,writer,soundtrack","tt0218839,tt0310281,tt0357413,tt0366551"
nm0359379,John Hancock,1941,1992,"actor,director","tt0079336,tt0083530,tt0088224,tt0159876"
nm0415777,Ka-Yan Leung,1949,\N,"actor,director,stunts","tt1258972,tt0117786,tt0088418,tt0108663"
nm1533682,Mien Fang,1916,1995,"actor,director","tt0070800,tt10466506,tt0185648,tt0445534"
nm0803298,Siu-Tin Yuen,1912,1979,"actor,stunts,miscellaneous","tt0080179,tt0201366,tt0078252,tt0081097"
nm0293550,Paul Freeman,1943,\N,"actor,archive_footage","tt0082971,tt0113820,tt0425112,tt0096454"
nm0479951,Ronald Lacey,1935,1991,"actor,miscellaneous,archive_footage","tt0082971,tt0086856,tt0089893,tt0083943"
nm0722636,John Rhys-Davies,1944,\N,"actor,sound_department,producer","tt0167260,tt0167261,tt0120737,tt0082971"
nm0001186,Denholm Elliott,1922,1992,"actor,soundtrack,archive_footage","tt0091867,tt0086465,tt0082971,tt0097576"
nm0000547,Alfred Molina,1953,\N,"actor,producer,director","tt0316654,tt0120679,tt0118749,tt0175880"
nm0434759,Wolf Kahler,1940,\N,"actor,miscellaneous,soundtrack","tt0082971,tt0077269,tt0451279,tt7560984"
nm0001891,Anthony Higgins,1947,\N,"actor,soundtrack,archive_footage","tt0082971,tt0090357,tt0083851,tt0088851"
nm0846004,Vic Tablian,1937,\N,"actor,archive_footage","tt0082971,tt0077928,tt0100232,tt0155436"
nm0000678,Kathleen Turner,1954,\N,"actress,producer,director","tt0088011,tt0091738,tt0082089,tt0111127"
nm0001077,Richard Crenna,1926,2003,"actor,director,producer","tt0095956,tt0062467,tt0083944,tt0089880"
nm0001101,Ted Danson,1947,\N,"actor,producer,soundtrack","tt0083399,tt4955642,tt0082089,tt0098966"
nm0696430,J.A. Preston,1932,\N,"actor,archive_footage","tt0104257,tt0082089,tt0089901,tt0079781"
nm0000620,Mickey Rourke,1952,\N,"actor,writer,producer","tt0401792,tt1125849,tt0092563,tt1228705"
nm0956631,Kim Zimmer,1955,\N,"actress,archive_footage","tt0082089,tt0044265,tt0088559,tt0062595"
nm0766869,Lanna Saunders,1941,2007,actress,"tt0082089,tt0058796,tt0071054,tt0065317"
nm0570123,Carola McGuinness,\N,\N,actress,"tt0082089,tt0084608"
nm0067643,Joe Belcher,1928,2006,actor,"tt0082010,tt0181264,tt0313118,tt0079073"
nm0622544,David Naughton,1951,\N,"actor,music_department,miscellaneous","tt0082010,tt0165710,tt0100688,tt0087425"
nm0001162,Griffin Dunne,1955,\N,"actor,director,producer","tt0088680,tt0082010,tt1333125,tt0790636"
nm0774516,David Schofield,1951,\N,"actor,producer,archive_footage","tt0172495,tt0383574,tt0082010,tt0985699"
nm0323093,Brian Glover,1934,1997,"actor,writer,miscellaneous","tt0082010,tt0103644,tt0109010,tt0119227"
nm0443343,Lila Kaye,1929,2012,"actress,archive_footage","tt0082010,tt0087478,tt0067727,tt0327277"
nm0562201,Rik Mayall,1958,2014,"actor,writer,music_department","tt0083505,tt0101775,tt0141166,tt0146503"
nm0048917,Sean Baker,\N,\N,actor,"tt0082010,tt1617661,tt0820333,tt0106138"
nm0752761,Paddy Ryan,1911,1990,"actor,stunts,archive_footage","tt0082010,tt0085959,tt0047072,tt0059549"
nm0000256,Jenny Agutter,1952,\N,"actress,soundtrack,archive_footage","tt0074812,tt0082010,tt0848228,tt0067959"
nm0000621,Kurt Russell,1951,\N,"actor,producer,writer","tt0082340,tt3460252,tt0084787,tt0116225"
nm0000308,Ernest Borgnine,1917,2012,"actor,producer,soundtrack","tt0048356,tt0082340,tt0069113,tt0086662"
nm0000587,Donald Pleasence,1919,1995,"actor,writer,director","tt0082495,tt0077651,tt0062512,tt0057115"
nm0005002,Isaac Hayes,1942,2008,"music_artist,actor,music_department","tt0082340,tt0158983,tt0184858,tt0067741"
nm0399530,Season Hubley,1951,\N,"actress,soundtrack,archive_footage","tt0082340,tt0079271,tt0084861,tt0070332"
nm0132257,Bruce Campbell,1958,\N,"actor,producer,director","tt0281686,tt0106308,tt0083907,tt4189022"
nm0762445,Ellen Sandweiss,1958,\N,"actress,producer,miscellaneous","tt0083907,tt1288558,tt0489235,tt1623205"
nm0217822,Richard DeManincor,\N,\N,"actor,soundtrack,archive_footage","tt0083907,tt0088967,tt4200472,tt3402100"
nm0048260,Betsy Baker,1955,\N,"actress,miscellaneous,producer","tt0083907,tt2649356,tt3973768,tt1623205"
nm0863462,Theresa Tilly,1953,\N,"actress,producer,miscellaneous","tt0083907,tt1754700,tt2246887,tt1623205"
nm0319310,Philip A. Gillis,\N,\N,actor,"tt0083907,tt0099365,tt0102357,tt0088967"
nm0849962,Dorothy Tapert,\N,\N,"actress,editorial_department","tt0083907,tt0092991"
nm0349762,Cheryl Guttridge,\N,\N,"actress,archive_footage","tt0083907,tt0090093,tt0076216,tt4200472"
nm0136908,Barbara Carey,\N,\N,actress,tt0083907
nm0395583,David Horton,\N,\N,sound_department,"tt3170832,tt0120255,tt5153288,tt1091909"
nm0597517,Dan Monahan,1955,\N,actor,"tt0084522,tt0086129,tt0089826,tt0118665"
nm0380628,Mark Herrier,1954,\N,"actor,director,producer","tt0084522,tt0086129,tt0089826,tt0093828"
nm0461129,Wyatt Knight,1955,2011,"actor,miscellaneous,stunts","tt0084522,tt0086129,tt0118665,tt0329639"
nm0934059,Roger Wilson,1956,\N,"actor,writer,soundtrack","tt0084522,tt0082085,tt0086129,tt0083476"
nm0642429,Cyril O'Reilly,1957,\N,"actor,producer,soundtrack","tt0084522,tt0080339,tt0086734,tt0094942"
nm0304393,Tony Ganios,1959,2024,"actor,soundtrack","tt0084522,tt0099423,tt0080117,tt0107969"
nm0000326,Kim Cattrall,1956,\N,"actress,producer,soundtrack","tt0102975,tt1261945,tt0159206,tt1000774"
nm0001475,John Lithgow,1945,\N,"actor,producer,writer","tt0084917,tt0106582,tt0086856,tt2639344"
nm0101972,Peter Boyden,1945,\N,actor,"tt0082085,tt0094889,tt0120533,tt0085044"
nm0561903,Curt May,1945,\N,actor,"tt0065272,tt0082085"
nm0032640,John Aquino,1948,\N,actor,"tt0082085,tt0078718,tt0072559,tt0082402"
nm0533979,John McMartin,1929,2016,"actor,soundtrack,archive_footage","tt0082085,tt0074119,tt0481141,tt0362269"
nm0263715,Deborah Everton,\N,\N,"costume_designer,costume_department,actress","tt0117731,tt0082085,tt0088247,tt0096754"
nm0573688,J. Patrick McNamara,1942,2023,"actor,archive_footage","tt0075860,tt0096928,tt0078723,tt0101452"
nm0941777,Sam Worthington,1976,\N,"actor,producer,director","tt0499549,tt0438488,tt0800320,tt1630029"
nm0000553,Liam Neeson,1952,\N,"actor,producer,writer","tt0362269,tt0108052,tt1601913,tt0429493"
nm0000146,Ralph Fiennes,1962,\N,"actor,director,producer","tt0387131,tt2278388,tt0108052,tt1372686"
nm0002076,Jason Flemyng,1966,\N,"actor,producer,director","tt0421715,tt0120735,tt0118956,tt0311429"
nm2605345,Gemma Arterton,1986,\N,"actress,producer,soundtrack","tt0473075,tt1531901,tt4547056,tt0800320"
nm1111968,Alexa Davalos,1982,\N,actress,"tt0296572,tt1034303,tt0800320,tt0884328"
nm3548867,Tine Stapelfeldt,\N,\N,actress,"tt0800320,tt4401006,tt1969978"
nm0586568,Mads Mikkelsen,1965,\N,"actor,miscellaneous,writer","tt2243973,tt2106476,tt1211837,tt10288566"
nm11437243,Luke Evans,\N,\N,producer,tt12004308
nm0856050,Nigel Terry,1945,2015,"actor,archive_footage","tt0082348,tt0063227,tt0282768,tt0090798"
nm0165551,Nicholas Clay,1946,2000,"actor,archive_footage","tt0082348,tt0083908,tt0130414,tt0080180"
nm0526724,Cherie Lunghi,1952,\N,"actress,archive_footage","tt0082348,tt0109836,tt0091530,tt0194946"
nm0313264,Paul Geoffrey,1955,2023,"actor,archive_footage","tt0082348,tt0155267,tt0104181,tt0087365"
nm0932116,Nicol Williamson,1936,2011,"actor,miscellaneous,soundtrack","tt0082348,tt0120177,tt0075194,tt0089908"
nm0011665,Robert Addie,1960,2003,actor,"tt0082348,tt0086791,tt0111904,tt0140731"
nm0000321,Gabriel Byrne,1950,\N,"actor,producer,writer","tt0114814,tt0146675,tt7784604,tt0145531"
nm0118645,Keith Buckley,1941,2020,actor,"tt0082348,tt0076752,tt0068130,tt0273399"
nm0095573,Katrine Boorman,1960,\N,"actress,producer,director","tt0082348,tt0093209,tt0422720,tt0120404"
nm0000154,Mel Gibson,1956,\N,"actor,producer,director","tt0112573,tt0104714,tt0118883,tt0117438"
nm0817748,Bruce Spence,1945,\N,"actor,archive_footage","tt0082694,tt0167260,tt0118929,tt0121766"
nm0696463,Michael Preston,1938,\N,"actor,soundtrack,archive_footage","tt0082694,tt0330323,tt0129685,tt0085296"
nm0681041,Max Phipps,1939,2000,"actor,archive_footage","tt0082694,tt0085994,tt0081561,tt0080016"
nm0920460,Vernon Wells,1945,\N,"actor,producer,director","tt0082694,tt0088944,tt0090305,tt0093260"
nm0632250,Kjell Nilsson,1949,\N,"actor,archive_footage","tt0082694,tt0084504,tt12417222,tt0088169"
nm0591755,Emil Minty,1972,\N,"actor,archive_footage","tt0082694,tt0470153,tt0086591,tt0125752"
nm0382162,Virginia Hey,1952,\N,"actress,archive_footage","tt0082694,tt0187636,tt0093428,tt2861424"
nm0953265,William Zappa,1948,\N,"actor,archive_footage","tt5144174,tt9010738,tt11853364"
nm0925800,Arkie Whiteley,1964,2001,"actress,archive_footage","tt0082694,tt0082614,tt0081949,tt0110892"
nm0001638,Jürgen Prochnow,1941,\N,"actor,producer,soundtrack","tt0082096,tt0087182,tt0116209,tt0113492"
nm0344963,Herbert Grönemeyer,1956,\N,"music_artist,actor,composer","tt0082096,tt1440728,tt1972571,tt0421082"
nm0921044,Klaus Wennemann,1940,2000,"actor,archive_footage","tt0082096,tt0088517,tt0081834,tt0094223"
nm0071059,Hubertus Bengsch,1952,\N,actor,"tt0082096,tt0081834,tt0092389,tt0086564"
nm0783847,Martin Semmelrogge,1955,\N,"actor,soundtrack,archive_footage","tt0082096,tt0108052,tt1651321,tt0081834"
nm0851427,Bernd Tauber,1950,\N,"actor,archive_footage","tt0082096,tt0074245,tt0081834,tt2779016"
nm0496441,Erwin Leder,1951,\N,"actor,miscellaneous,archive_footage","tt0320691,tt0082096,tt0165623,tt0108333"
nm0562056,Martin May,1961,\N,"actor,writer,archive_footage","tt0082096,tt0093034,tt0806910,tt0081834"
nm0388517,Heinz Hoenig,1951,\N,"actor,soundtrack,archive_footage","tt0082096,tt0112154,tt0136356,tt0110285"
nm0643805,Uwe Ochsenknecht,1956,\N,"actor,soundtrack,archive_footage",tt1885102
nm0000601,Harold Ramis,1944,2014,"writer,actor,producer","tt0087332,tt0107048,tt0083131,tt0478311"
nm0643105,Warren Oates,1928,1982,"actor,music_department,stunts","tt0065214,tt0083131,tt0069762,tt0071249"
nm0001753,P.J. Soles,1950,\N,"actress,producer,camera_department","tt0077651,tt0074285,tt0079813,tt0081375"
nm0000707,Sean Young,1959,\N,"actress,miscellaneous,director","tt0083658,tt0093640,tt0087182,tt1856101"
nm0001006,John Candy,1950,1994,"actor,writer,music_department","tt0093748,tt0094012,tt0098554,tt0080455"
nm0488662,John Larroquette,1947,\N,"actor,producer,director","tt0086770,tt3663490,tt0088170,tt0083131"
nm0901390,John Voldstad,1951,\N,"actor,archive_footage","tt0107387,tt0083131,tt0109830,tt0083455"
nm0225963,John Diehl,1950,\N,"actor,producer,archive_footage",tt0109446
nm0499223,Lance LeGault,1935,2012,"actor,stunts,music_department","tt0119707,tt0083131,tt0092480,tt2382396"
nm0000254,Isabelle Adjani,1955,\N,"actress,producer,miscellaneous","tt0082933,tt0094828,tt0073114,tt0079641"
nm0000554,Sam Neill,1947,\N,"actor,producer,director","tt0107290,tt4698684,tt0104850,tt0107822"
nm0141380,Margit Carstensen,1940,2023,"actress,miscellaneous,archive_footage","tt0068278,tt0070374,tt0082933,tt0074312"
nm0071502,Heinz Bennent,1921,2011,"actor,archive_footage","tt0082933,tt0080610,tt0097565,tt0076686"
nm0388682,Johanna Hofer,1896,1988,"actress,archive_footage","tt0082933,tt0279134,tt0084654,tt1653862"
nm0240268,Carl Duering,1923,2018,"actor,miscellaneous,casting_department","tt0066921,tt0077269,tt0082933,tt0060121"
nm0493391,Shaun Lawton,1941,\N,"actor,miscellaneous","tt1371111,tt0402022,tt1521197,tt0082933"
nm0389660,Michael Hogben,\N,\N,actor,tt0082933
nm0754144,Maximilian Rüthlein,\N,\N,actor,"tt0082933,tt0089222,tt1941600,tt0094729"
nm0000549,Roger Moore,1927,2017,"actor,miscellaneous,producer","tt0079574,tt0076752,tt0086034,tt0082398"
nm0000396,Farrah Fawcett,1947,2009,"actress,producer,miscellaneous","tt0079285,tt0074812,tt0082136,tt0091024"
nm0001509,Dean Martin,1917,1995,"music_artist,actor,producer","tt0058797,tt0060980,tt0060728,tt0053221"
nm0002035,Sammy Davis Jr.,1925,1990,"actor,producer,director","tt0082136,tt0087032,tt0063534,tt0053182"
nm0001181,Jack Elam,1920,2003,"actor,soundtrack,archive_footage","tt0064116,tt0082136,tt0048261,tt0065051"
nm0103537,Terry Bradshaw,1948,\N,"actor,producer,director","tt0082136,tt0427229,tt0358082,tt0081529"
nm0000329,Jackie Chan,1954,\N,"producer,actor,stunts","tt0127357,tt0120812,tt0089374,tt0266915"
nm0001001,James Caan,1940,2022,"actor,director,stunts","tt0083190,tt0073631,tt0068646,tt0100157"
nm0000902,Jim Belushi,1954,\N,"actor,music_department,producer","tt0095963,tt0097637,tt0072562,tt0117468"
nm0698764,Robert Prosky,1930,2008,"actor,soundtrack,archive_footage","tt0083190,tt0092699,tt0107614,tt0112818"
nm0797529,Tom Signorelli,1935,2010,actor,"tt0083190,tt0117665,tt0099422,tt0065938"
nm0001199,Dennis Farina,1944,2013,"actor,producer,executive","tt0113161,tt0091474,tt0208092,tt0184858"
nm0629973,Nick Nickeas,\N,\N,"actor,miscellaneous,archive_footage","tt0083190,tt1152836,tt0090410"
nm0114873,W.R. Brown,\N,\N,actor,tt0083190
nm0864957,Norm Tobin,1936,2022,actor,"tt0083190,tt0082200,tt0087639"
nm1641117,Alex Pettyfer,1990,\N,"actor,producer,director","tt1915581,tt2093991,tt1637688,tt0972544"
nm13523339,Gabriella Wilde,\N,\N,"art_department,production_designer","tt6263066,tt26217324"
nm0339304,Bruce Greenwood,1956,\N,"actor,producer,soundtrack","tt0796366,tt0146309,tt0343818,tt1408101"
nm0000613,Joely Richardson,1965,\N,"actress,producer,soundtrack","tt0361217,tt0187393,tt0115433,tt1881002"
nm0001598,Robert Patrick,1958,\N,"actor,producer,archive_footage","tt0103064,tt0133751,tt0106912,tt0419946"
nm1973422,Rhys Wakefield,1988,\N,"actor,writer,director","tt2356777,tt2184339,tt0881320"
nm3912883,Dayo Okeniyi,1988,\N,"actor,producer,archive_footage","tt19231492,tt11242162,tt8354752,tt8080204"
nm12972521,Emma Rigby,\N,\N,make_up_department,"tt8740790,tt11204094,tt6586318"
nm2738196,Anna Enger Ritch,1988,\N,"actress,archive_footage","tt6763664,tt4655480,tt1600194,tt2234155"
nm4211652,Fabianne Therese,\N,\N,"actress,director,writer","tt1783732,tt2318092,tt2139555,tt7379178"
nm0000092,John Cleese,1939,\N,"actor,writer,producer","tt0095159,tt0071853,tt0063929,tt0085959"
nm0000125,Sean Connery,1930,2020,"actor,producer,director","tt0117500,tt0055928,tt0094226,tt0091605"
nm0001340,Katherine Helmond,1929,2019,"actress,director,archive_footage","tt0093693,tt0075584,tt0088846,tt0086827"
nm0000453,Ian Holm,1931,2020,"actor,animation_department,miscellaneous","tt0167260,tt0120737,tt0088846,tt0382932"
nm0001589,Michael Palin,1943,\N,"writer,actor,miscellaneous","tt0071853,tt0085959,tt0079470,tt0081633"
nm0724732,Ralph Richardson,1902,1983,"actor,director,producer","tt0059113,tt0041452,tt0081633,tt0040338"
nm0891092,Peter Vaughan,1923,2016,"actor,soundtrack,archive_footage","tt0067800,tt0088846,tt0795368,tt0081633"
nm0000257,Alan Alda,1936,\N,"actor,miscellaneous,writer","tt0068098,tt0082405,tt0097123,tt7653254"
nm0000993,Carol Burnett,1933,\N,"actress,producer,writer","tt0061240,tt0083564,tt0105017,tt0082405"
nm0137230,Len Cariou,1939,\N,"actor,producer,soundtrack","tt0257360,tt1595859"
nm0006800,Sandy Dennis,1937,1992,"actress,archive_footage","tt0061184,tt0062425,tt0066193,tt0083745"
nm0001549,Rita Moreno,1931,\N,"actress,producer,soundtrack","tt0055614,tt3581652,tt0049408,tt0118421"
nm0922967,Jack Weston,1924,1996,"actor,archive_footage","tt0092890,tt0062467,tt0063688,tt0064117"
nm0000787,Bess Armstrong,1953,\N,"actress,archive_footage","tt0085750,tt0108872,tt0082405,tt0091653"
nm0017374,Elizabeth Alda,1960,\N,actress,"tt0091630,tt0082405,tt0086716,tt2168412"
nm0017373,Beatrice Alda,1961,\N,"actress,producer,director","tt0082405,tt1341764,tt0102432,tt5685084"
nm0386966,Robert Hitt,1942,\N,actor,"tt0078754,tt0107501,tt0084335,tt0083051"
nm0824386,Amy Steel,1960,\N,"actress,writer,location_management","tt0082418,tt0090655,tt0044265,tt0156146"
nm0298859,John Furey,1951,\N,"actor,soundtrack,archive_footage","tt0082418,tt0292858,tt0065272,tt0068067"
nm0048661,Kirsten Baker,1960,\N,"actress,archive_footage","tt0082418,tt0077597,tt0081159,tt0078928"
nm0153385,Stuart Charno,1956,\N,"actor,writer","tt0082418,tt0085333,tt0092455,tt0089393"
nm0319068,Warrington Gillette,1960,\N,"actor,archive_footage","tt0082418,tt0084796,tt0462475,tt21293382"
nm0331189,Walt Gorney,1912,2004,"actor,archive_footage","tt0080761,tt0082418,tt0086465,tt0085470"
nm0462118,Marta Kober,1963,\N,"actress,archive_footage","tt0082418,tt0127045,tt0091817,tt0092156"
nm0564381,Tom McBride,1952,1995,"actor,archive_footage","tt0082418,tt0089901,tt0048845,tt0118156"
nm0709876,Bill Randolph,1953,\N,"actor,miscellaneous,archive_footage","tt0082418,tt0080661,tt0089044,tt0098073"
nm0642198,Jennifer O'Neill,1948,\N,"actress,soundtrack,archive_footage","tt0081455,tt0067803,tt0074686,tt0066301"
nm0480099,Stephen Lack,1946,\N,"actor,writer,miscellaneous","tt0081455,tt0078183,tt0094964,tt0077946"
nm0001526,Patrick McGoohan,1928,2009,"actor,producer,director","tt0061287,tt0112573,tt1466074,tt0117913"
nm0199325,Lawrence Dane,1937,2022,"actor,writer,producer","tt0081455,tt0144120,tt0082498,tt0074532"
nm0000461,Michael Ironside,1950,\N,"actor,producer,writer","tt0120201,tt0100802,tt0081455,tt0092099"
nm0111240,Lee Broker,\N,\N,"actor,producer,writer","tt0081455,tt0091183,tt0080656,tt26454480"
nm0601603,Mavor Moore,1919,2006,"actor,writer,composer","tt0081455,tt0341777,tt0082509,tt0348926"
nm0524970,Adam Ludwig,1930,2005,actor,"tt0081455,tt0096101,tt0253375,tt0104763"
nm0189927,Murray Cruchley,\N,\N,actor,"tt0094964,tt0081455,tt0108909,tt0081989"
nm0000962,Carole Bouquet,1957,\N,"actress,director,soundtrack","tt0082398,tt0281364,tt0398664,tt0098520"
nm0867694,Topol,1935,2023,"actor,producer,soundtrack","tt0067093,tt0080745,tt0082398,tt0069131"
nm0002103,Julian Glover,1935,\N,"actor,soundtrack,archive_footage","tt0097576,tt0080684,tt0082398,tt0332452"
nm0364520,Cassandra Harris,1942,1991,"actress,archive_footage","tt0082398,tt0083470,tt0081439,tt0072564"
nm0071824,Jill Bennett,1931,1990,"actress,writer,archive_footage","tt0059496,tt0082398,tt0044926,tt0091374"
nm0331788,Michael Gothard,1939,1992,"actor,archive_footage","tt0089489,tt0082398,tt0072281,tt0095388"
nm0943840,John Wyman,1944,\N,"actor,archive_footage","tt0082398,tt0196245,tt0075995,tt0084830"
nm0373324,Jack Hedley,1929,2021,"actor,archive_footage","tt0084719,tt0082398,tt0058425,tt1728172"
nm0469552,Jeffrey Kramer,1945,\N,"producer,actor,miscellaneous","tt0073195,tt0077766,tt0088930,tt0118437"
nm0346411,Lance Guest,1960,\N,"actor,soundtrack,archive_footage","tt0087597,tt0093300,tt0082495,tt0094462"
nm0794870,Pamela Susan Shoop,1948,\N,"actress,archive_footage","tt0082495,tt0075989,tt0080240,tt0074074"
nm0902608,Hunter von Leer,1944,\N,"actor,archive_footage","tt0082495,tt0082517,tt0098557,tt0081558"
nm0006441,Dick Warlock,1940,\N,"stunts,actor,miscellaneous","tt0087262,tt0093260,tt0082340,tt0084787"
nm0744234,Leo Rossi,\N,\N,cinematographer,"tt0009164,tt0010296,tt0009225,tt0009782"
nm0001715,George C. Scott,1927,1999,"actor,director,producer","tt0066206,tt0054997,tt0080516,tt0099528"
nm0001074,Ronny Cox,1938,\N,"actor,writer,producer","tt0093870,tt0100802,tt0068473,tt0086960"
nm0000576,Sean Penn,1960,\N,"actor,producer,director","tt0327056,tt0315733,tt1013753,tt0112818"
nm0000129,Tom Cruise,1962,\N,"actor,producer,director","tt0092099,tt0325710,tt0116695,tt0120755"
nm0911421,Brendan Ward,\N,2021,"writer,producer","tt1453932,tt0388863"
nm0359577,Evan Handler,1961,\N,"actor,soundtrack,archive_footage","tt0117438,tt1000774,tt0904208,tt0214698"
nm0623117,John P. Navin Jr.,1968,\N,actor,"tt0085995,tt0085038,tt0089114,tt0078610"
nm0888345,Billy Van Zandt,1957,\N,"producer,writer,actor","tt0077766,tt0168337,tt0103488,tt0083455"
nm0002064,Giancarlo Esposito,1958,\N,"music_department,actor,producer","tt0903747,tt0114814,tt3040964,tt0097216"
nm0000886,Warren Beatty,1937,\N,"actor,producer,writer","tt0082979,tt0077663,tt0118798,tt0061418"
