role_id,name
role_93f99c22,Dave Pierce
role_43358a47,Henry Reyna
role_8c4cea05,El Pachuco
role_378fdb93,George Shearer
role_7b8e5dd2,Alice Bloomfield
role_3ea2dbf9,Judge F.W. Charles
role_ff68f895,Enrique
role_64da7c7e,Joey
role_6dcb48d0,Jose Torres
role_c6188540,Lupe
role_8fa17c77,Press
role_cd8bfd7a,Liz Hamilton
role_ca8e4421,Merry Noel Blake
role_b5408b11,Doug Blake
role_bbf824d0,Chris Adams
role_9cba2964,Jules Levi
role_8f3ab26b,Debby - Age 18
role_3e208167,The Boy - Jim
role_aeb41ba3,Ginger Trinidad
role_bd648782,Debby - Age 8
role_3b5a24cc,Martin Fornam
role_601b0a48,Victor Clooney
role_a163aba7,Trabucco
role_20392591,Celia Clooney
role_979b10da,Dr. Hugo Zuckerbrot
role_f610d01c,Capt. Hubris
role_32638088,Eddie the Bellhop
role_8572381f,Assistant Manager
role_f9f38315,Receptionist
role_afd47d50,Rudy 'Disco' Gambola
role_aadcf0c0,Kowalski
role_ee892e2c,Joe Braxton
role_b6b82731,Vivian Perry
role_7096c184,Julio
role_24848cc2,Harold
role_0929a761,Ernesto
role_82aa615c,Anthony
role_1c8c7874,Linda
role_1fe54810,Annie
role_b0bda331,Martin
role_f1127727,Samantha
role_73a368ce,Robert Cole
role_c878a1d4,Mary Harvard
role_4b19026d,Waitress
role_79e3fd2c,Jay
role_5348e697,Ellen
role_c4a99f26,Neighbor
role_f5c0392b,Health Food Salesman
role_0e57627c,Sporting Goods Salesman
role_2c82f1d3,Bank Receptionist
role_157ffe25,Mother
role_007c6216,Val
role_d33c5fe3,Aqua
role_3655e31a,Charlie
role_bcb7066e,Max
role_ca378932,Susan
role_9bf436ea,Calvin
role_3206219e,Factory Boss
role_537d0a03,Factory Watchman
role_9d5468f4,Helicopter Pilot
role_7706454c,Party House Owner
role_ddda19a7,Harley Altmeyer
role_3c8e5732,Callie Mercer
role_03599a28,Amber Altmeyer
role_5dcfe4ef,Misty Altmeyer
role_ea6aebd4,Jody Altmeyer
role_e1125e82,Betty Parks
role_8de177ca,Chief Mansour
role_5724c6fa,Bonnie Altmeyer
role_4c2957b7,Uncle Mike
role_8082f38f,Rick
role_7bcb53f7,Frank Macklin
role_b43f58ee,J.M. Halstead
role_f56ec6b6,Harry Meade
role_fd872d3d,Ray Binkowski
role_dd3c48a8,Samuel Ellison
role_479e2603,Lenore Meade
role_76327e48,Hooker
role_dc36ac2b,Dick Ebersol
role_75421e84,Charlie Pickett
role_a2a32a5a,Mooney
role_70ab9da5,Nita
role_d6828914,Teddy
role_fc820e49,Bailey
role_e8fd9ff3,Calvin
role_a07e8f6e,Arnold
role_c5e25429,Rigby
role_0d85d667,Harry
role_4f4bdc7c,Henry
role_4a07f54b,Mr. Calloway
role_1d613ac8,Sheriff
role_c075f226,Ken Harrison
role_b26e7306,Dr. Michael Emerson
role_8c851178,Dr. Clare Scott
role_f12b1487,Carter Hill
role_81ae1900,Judge Wyler
role_f001e0af,Mary Jo Sadler
role_9d769456,Orderly John
role_eaa4d3b3,Nurse Rodriguez
role_c0265d04,Pat
role_b028f626,Mrs. Boyle
role_f81e62fd,Gen. Douglas MacArthur
role_1a1a7b82,Barbara Hallsworth
role_987c2d85,Maj. Frank Hallsworth
role_4c6fdd7e,Saito-San
role_55b3796d,Sgt. Augustus Henderson
role_0d538092,David Feld
role_34d50b69,Park
role_8cd5d7ad,Turkish Brigadier General
role_9e7309bc,Mr. Longfellow
role_b2caba6f,Marguerite
role_60760ca4,George Dupler
role_482e6799,Cheryl Gibbons
role_b1afa292,Helen Dupler
role_c5cebe8f,Freddie Dupler
role_bbb0adbe,Bobby Gibbons
role_d1a51251,Richard H. Copleston
role_d0b83454,Grandmother Gibbons
role_d6cb4faa,Grandfather Gibbons
role_102a434f,Joan Gibbons
role_f8ca716a,Jennifer Gibbons
role_65188bf2,Gruen
role_6c313653,Meade
role_cd99a5b9,Hannah
role_7edd74d3,Brigadier
role_192d01dc,Remson
role_3fa3d101,Dempsey
role_9a20c233,Denise
role_056c3bd7,Avery
role_f8ed96b2,Homer
role_fd630734,Howard K. Smith
role_e84728be,Lee Winters
role_80fab6c3,Hubbell 'Hub' Smith
role_049b5f96,Maxwell Emery
role_6bf8a1ae,Roy Lefcourt
role_d5b13286,Sal Naftari
role_8d20539b,Jerry Fewster
role_d7578596,Gil Hovey
role_a542199e,Betsy Okamoto
role_efb0ba56,Warner Ackerman
role_1025826f,Henry Lipscomb
role_0a4e9f28,Georgia
role_d38725b2,Dr. Komack
role_105d46c7,Toby
role_fae8140b,Jimmy
role_3e832523,Polly
role_4dbfe9d6,Heidi
role_6985bfec,Jason
role_d2073c14,David
role_62432362,Receptionist
role_e461d28c,Paul
role_ee6345dc,Eddie White
role_956fac8b,T.J. Tupus
role_12a4bf3f,Snapper
role_bb1e2290,Ericka
role_44267dd9,Delia
role_16dabb49,Little Billy
role_5a65cfb4,Duane Hansen
role_4aa2aa55,Carmen Odessa Shelby
role_2e545c0e,Hitchhiker
role_05a83f35,Prostitute
role_68cd869a,Buddy Evans
role_f5dd97fd,Maggie
role_b94a3dc0,Larry
role_7cf82a6d,Kurt
role_0249083f,Sophia Thatcher
role_e080248f,Jenny Lofton
role_9ef1f039,Celia
role_8d44cf61,Tad
role_211a0baf,Aunt Ethel
role_93da97b6,Cathy
role_76fa1a8d,Self
role_c4d44215,Self
role_f4681fdf,Self
role_c7d03a48,Self
role_5dc3c986,Self
role_a0fc4b81,Self
role_4738a6d7,Self
role_568ac070,Self
role_dfed881d,Self
role_bb1ef2c0,Self
role_1f95d6b6,Casey
role_2ee11935,Phone Voice
role_cd2c16ac,Steve
role_4c928644,Casey's Father
role_f864da7f,Casey's Mother
role_166c4ad5,Sidney
role_7f125182,Billy
role_81ca5b83,Mr. Prescott
role_e6292d8b,Gale Weathers
role_98479627,Kenny
role_e49e4e56,Max Devlin
role_475020a2,Barney Satin
role_25415c53,Penny Hart
role_10b86104,Toby Hart
role_dc9e2f39,Stella Summers
role_49e5e041,Big Billy Hunniker
role_3dface18,Nerve Nordlinger
role_fc69fcf4,Jerry Nadler
role_ac6f2822,Heidi
role_ee28866c,Greg Weems
